Number,Name,Position,Date of Birth,Age,Nationality,Birth Country,Place of Birth,Height,Market Value,Main Position,Other Positions,Nationality 1,Nationality 2,Position 2,Position 3
,Yazalde,Centre-Forward,"Sep 21, 1988 ",35,"Portugal, Guinea-Bissau",Portugal,Vila do Conde,"1,83",-,Striker,SS   LW,Portugal, Guinea-Bissau,SS,LW
19.0,Ricardo Faria,Centre-Forward,"Oct 15, 1989 ",34,Portugal,Portugal,Coimbra,"1,87",-,Striker,,Portugal,,,
,Hugo Silva,Centre-Forward,"Apr 1, 1989 ",35,Portugal,Portugal,Marco de Canaveses,,-,Striker,,Portugal,,,
,Luisinho,Centre-Forward,"Aug 14, 1989 ",34,Portugal,Portugal,Cascais,"1,80",-,Striker,,Portugal,,,
31.0,Pio Júnior,Centre-Forward,"Oct 16, 1989 ",34,"Portugal, Guinea-Bissau",Portugal,Lisboa,"1,91",-,Striker,,Portugal, Guinea-Bissau,,
19.0,Bruninho,Centre-Forward,"Aug 1, 1989 ",34,"Portugal, Macao",Portugal,Arrentela,"1,90",-,Striker,AM   CM,Portugal, Macao,AM,CM
,João Victoria,Centre-Forward,"Apr 21, 1989 ",35,"Portugal, Angola",Portugal,,"1,83",-,Striker,LW   RW,Portugal, Angola,LW,RW
,André Cacito,Centre-Forward,"Apr 23, 1989 ",35,Portugal,Portugal,Lisboa,"1,84",-,Striker,,Portugal,,,
,Amaral,Centre-Forward,"Oct 23, 1989 ",34,Portugal,Portugal,Sao Miguel,"1,75",-,Striker,,Portugal,,,
,Rabiola,Centre-Forward,"Jul 25, 1989 ",34,Portugal,Portugal,Guimaraes,"1,82",-,Striker,,Portugal,,,
,Lima,Centre-Forward,"Aug 9, 1989 ",34,Portugal,Portugal,Lourosa,,-,Striker,,Portugal,,,
10.0,Helmut Ari,Centre-Forward,"Feb 17, 1989 ",35,"Portugal, Angola",Portugal,Barreiro,"1,80",-,Striker,RW   LW,Portugal, Angola,RW,LW
,Mário,Centre-Forward,"Mar 28, 1989 ",35,Portugal,Portugal,Sao Joao da Madeira,,-,Striker,,Portugal,,,
,Rúben Pereira,Centre-Forward,"Apr 13, 1989 ",35,Portugal,Portugal,Sao Martinho de Sardoura,"1,70",-,Striker,RW   LW,Portugal,,RW,LW
14.0,Karadas,Centre-Forward,"Jul 8, 1989 ",35,Portugal,Portugal,Grandola,"1,90",-,Striker,,Portugal,,,
,Jaime Poulson,Centre-Forward,"Jun 22, 1989 ",35,Portugal,Portugal,Paredes,"1,84",-,Striker,,Portugal,,,
10.0,Maurício,Centre-Forward,"Jun 29, 1989 ",35,Portugal,Portugal,Funchal,"1,79",-,Striker,RW,Portugal,,RW,
,Tiago Cintra,Centre-Forward,"Jul 5, 1989 ",35,Portugal,Portugal,Matosinhos,"1,85",-,Striker,LW,Portugal,,LW,
19.0,Rui Fonte,Centre-Forward,"Apr 23, 1990 ",34,Portugal,Portugal,Penafiel,"1,80",€75k,Striker,SS,Portugal,,SS,
,Alex,Centre-Forward,"May 1, 1990 ",34,Portugal,Portugal,Santa Maria da Feira,,-,Striker,,Portugal,,,
10.0,Rui Santos,Centre-Forward,"Jan 25, 1990 ",34,Portugal,Portugal,,"1,88",-,Striker,SS,Portugal,,SS,
,Carlos Matos,Centre-Forward,"Mar 28, 1990 ",34,Portugal,Portugal,Pacos de Ferreira,"1,90",-,Striker,,Portugal,,,
9.0,Hélder Silva,Centre-Forward,"Nov 21, 1990 ",33,Portugal,Portugal,Penafiel,"1,76",-,Striker,SS   AM,Portugal,,SS,AM
,Diogo de Pina Goncalves,Centre-Forward,"Apr 23, 1990 ",34,"Luxembourg, Portugal",Portugal,Faro,,-,Striker,RW   LW,Luxembourg, Portugal,RW,LW
,Stéphane,Centre-Forward,"Jan 23, 1990 ",34,"Portugal, France",Portugal,Pombal,"1,89",-,Striker,,Portugal, France,,
,Serra,Centre-Forward,"Feb 5, 1990 ",34,Portugal,Portugal,Cinfaes,"1,79",-,Striker,AM,Portugal,,AM,
,Xavier,Centre-Forward,"Nov 17, 1990 ",33,Portugal,Portugal,Paredes,"2,02",-,Striker,,Portugal,,,
,Dani Pinto,Centre-Forward,"Jun 1, 1990 ",34,Portugal,Portugal,Almada,"1,80",-,Striker,LW,Portugal,,LW,
,Diogo Lamas,Centre-Forward,"Oct 5, 1990 ",33,Portugal,Portugal,Lisboa,"1,88",€50k,Striker,,Portugal,,,
,Diogo Teixeira,Centre-Forward,"Feb 7, 1990 ",34,Portugal,Portugal,,,-,Striker,,Portugal,,,
,Tika,Centre-Forward,"Sep 29, 1990 ",33,Portugal,Portugal,Agueda,"1,81",-,Striker,RW,Portugal,,RW,
,Careca,Centre-Forward,"Oct 26, 1990 ",33,"Brazil, Portugal",Portugal,Lisboa,"1,93",-,Striker,,Brazil, Portugal,,
,Tiago Pereira,Centre-Forward,"Feb 6, 1990 ",34,Portugal,Portugal,Loures,"1,87",-,Striker,SS,Portugal,,SS,
,Quim Simões,Centre-Forward,"May 22, 1990 ",34,Portugal,Portugal,Matosinhos,"1,76",-,Striker,,Portugal,,,
,Joel Silva,Centre-Forward,"Oct 24, 1990 ",33,Portugal,Portugal,Barcelos,"1,84",-,Striker,LW   SS,Portugal,,LW,SS
31.0,Ricardo Barros,Centre-Forward,"Apr 27, 1990 ",34,Portugal,Portugal,Santa Maria da Feira,"1,90",-,Striker,,Portugal,,,
19.0,João Silva,Centre-Forward,"May 21, 1990 ",34,Portugal,Portugal,Santo Tirso,"1,89",-,Striker,LW,Portugal,,LW,
79.0,Nélson Oliveira,Centre-Forward,"Aug 8, 1991 ",32,Portugal,Portugal,Barcelos,"1,86",€500k,Striker,,Portugal,,,
9.0,Vando,Centre-Forward,"Jul 27, 1991 ",32,Portugal,Portugal,Espinho,"1,87",-,Striker,,Portugal,,,
7.0,Cami,Centre-Forward,"Jan 7, 1991 ",33,Portugal,Portugal,Montijo,,-,Striker,RW   LW,Portugal,,RW,LW
,Paulo César,Centre-Forward,"Jun 28, 1991 ",33,Portugal,Portugal,Ponta Delgada,"1,78",-,Striker,LW,Portugal,,LW,
,Pacheco Mendes,Centre-Forward,"Mar 30, 1991 ",33,Portugal,Portugal,Coimbra,"1,92",-,Striker,,Portugal,,,
9.0,Vasco Costa,Centre-Forward,"Aug 8, 1991 ",32,Portugal,Portugal,Ponte de Lima,"1,84",-,Striker,LW   RW,Portugal,,LW,RW
,Rui Pereira,Centre-Forward,"Mar 26, 1991 ",33,Portugal,Portugal,Gavinhos,"1,85",-,Striker,LW,Portugal,,LW,
,Abel Vieira,Centre-Forward,"Sep 16, 1991 ",32,Portugal,Portugal,Santa Cruz,"1,82",-,Striker,,Portugal,,,
,Kiko Moucheira,Centre-Forward,"Oct 7, 1991 ",32,Portugal,Portugal,Sintra,"1,88",-,Striker,,Portugal,,,
,Diogo Ribeiro,Centre-Forward,"Jan 14, 1991 ",33,Portugal,Portugal,Coimbra,"1,84",-,Striker,,Portugal,,,
33.0,Ricardo Valente,Centre-Forward,"Apr 3, 1991 ",33,Portugal,Portugal,Porto,"1,81",€75k,Striker,RW   LW,Portugal,,RW,LW
20.0,Rui Ribeiro,Centre-Forward,"Jun 23, 1991 ",33,Portugal,Portugal,,"1,81",-,Striker,,Portugal,,,
,Rafael Martins,Centre-Forward,"Nov 7, 1991 ",32,Andorra,Portugal,Vila Real,"1,83",-,Striker,,Andorra,,,
,Ângelo,Centre-Forward,"Jan 4, 1991 ",33,Portugal,Portugal,Gondomar,"1,78",-,Striker,RW   SS,Portugal,,RW,SS
,Luís Medina,Centre-Forward,"Oct 12, 1991 ",32,Portugal,Portugal,Lisboa,"1,88",-,Striker,RW   LW,Portugal,,RW,LW
,Valter Rocha,Centre-Forward,"Aug 19, 1991 ",32,"Sao Tome and Principe, Portugal",Portugal,Oeiras,"1,88",-,Striker,LW   SS,Sao Tome and Principe, Portugal,LW,SS
10.0,Vinício Alves,Centre-Forward,"May 19, 1991 ",33,"Macao, Portugal",Portugal,,,-,Striker,,Macao, Portugal,,
17.0,João Vieira,Centre-Forward,"Dec 19, 1991 ",32,Portugal,Portugal,Leiria,"1,89",-,Striker,,Portugal,,,
,Jonathan,Centre-Forward,"Jul 10, 1991 ",33,Portugal,Portugal,Santa Maria da Feira,"1,80",-,Striker,,Portugal,,,
18.0,André Claro,Centre-Forward,"Mar 31, 1991 ",33,Portugal,Portugal,Vila Nova de Gaia,"1,83",-,Striker,SS   LW,Portugal,,SS,LW
26.0,Paulinho,Centre-Forward,"Nov 9, 1992 ",31,Portugal,Portugal,Barcelos,"1,88",€7.00m,Striker,SS   LW,Portugal,,SS,LW
,Érico Castro,Centre-Forward,"Sep 21, 1992 ",31,"Angola, Portugal",Portugal,Oeiras,"1,85",€100k,Striker,,Angola, Portugal,,
,João Manuel,Centre-Forward,"Feb 21, 1992 ",32,Portugal,Portugal,Braga,"1,78",-,Striker,RW   SS,Portugal,,RW,SS
7.0,Pázinho,Centre-Forward,"May 22, 1992 ",32,Portugal,Portugal,Cuba,"1,75",-,Striker,LW   RW,Portugal,,LW,RW
10.0,Carlos Canha,Centre-Forward,"Dec 27, 1992 ",31,Portugal,Portugal,Ponta do Sol,,-,Striker,,Portugal,,,
,Zé António,Centre-Forward,"Oct 30, 1992 ",31,Portugal,Portugal,Oliveira de Azemeis,"1,85",-,Striker,,Portugal,,,
,Janú Silva,Centre-Forward,"Feb 26, 1992 ",32,Portugal,Portugal,Cascais,"1,86",-,Striker,SS   RW,Portugal,,SS,RW
28.0,Madureira,Centre-Forward,"Dec 14, 1992 ",31,Portugal,Portugal,Paredes,"1,83",-,Striker,SS   RW,Portugal,,SS,RW
,Rúben Pedrosa,Centre-Forward,"Apr 8, 1992 ",32,Portugal,Portugal,Canidelo,"1,73",-,Striker,LW   RW,Portugal,,LW,RW
,Zé Pedro,Centre-Forward,"Jul 8, 1992 ",32,Portugal,Portugal,Ponte de Lima,"1,82",-,Striker,,Portugal,,,
70.0,Bertino Barbosa,Centre-Forward,"May 6, 1992 ",32,"Portugal, Cape Verde",Portugal,Oeiras,"1,88",-,Striker,RW   LW,Portugal, Cape Verde,RW,LW
18.0,Campinhos,Centre-Forward,"Apr 14, 1992 ",32,Portugal,Portugal,Arcos de Valdevez,"1,81",-,Striker,,Portugal,,,
23.0,Rafa,Centre-Forward,"Mar 11, 1992 ",32,Portugal,Portugal,Oliveira de Azemeis,"1,85",-,Striker,RW   LW,Portugal,,RW,LW
,Tomané,Centre-Forward,"Oct 23, 1992 ",31,Portugal,Portugal,Fafe,"1,86",€200k,Striker,SS,Portugal,,SS,
,Deco,Centre-Forward,"Jun 16, 1992 ",32,Andorra,Portugal,Amarante,,€10k,Striker,,Andorra,,,
,Diogo Inácio,Centre-Forward,"Nov 19, 1992 ",31,Portugal,Portugal,Lisboa,"1,81",-,Striker,LW,Portugal,,LW,
,João Santos,Centre-Forward,"Mar 10, 1992 ",32,Portugal,Portugal,Maia,"1,87",-,Striker,,Portugal,,,
,Tiago Romeira,Centre-Forward,"Mar 3, 1992 ",32,Portugal,Portugal,Olhao,"1,75",-,Striker,,Portugal,,,
31.0,José Semedo,Centre-Forward,"Jul 15, 1992 ",31,"Sao Tome and Principe, Portugal",Portugal,Lisboa,"1,76",-,Striker,SS   LW,Sao Tome and Principe, Portugal,SS,LW
9.0,Diogo Braz,Centre-Forward,"Jul 6, 1992 ",32,Portugal,Portugal,Viseu,"1,82",-,Striker,,Portugal,,,
11.0,Filipe Andrade,Centre-Forward,"Oct 31, 1992 ",31,Portugal,Portugal,Ponta Delgada,"1,77",-,Striker,RW   SS,Portugal,,RW,SS
,Ruca,Centre-Forward,"Sep 6, 1992 ",31,Portugal,Portugal,Viana do Castelo,"1,86",-,Striker,,Portugal,,,
9.0,Amândio Ramião,Centre-Forward,"Oct 4, 1992 ",31,Portugal,Portugal,Moita,"1,85",-,Striker,AM,Portugal,,AM,
,Diogo Caramelo,Centre-Forward,"Nov 22, 1992 ",31,Portugal,Portugal,Lisboa,"1,79",-,Striker,,Portugal,,,
,Jonas,Centre-Forward,"Aug 17, 1992 ",31,Portugal,Portugal,Pacos de Ferreira,"1,82",-,Striker,LW   RW,Portugal,,LW,RW
29.0,Fábio Fortes,Centre-Forward,"Mar 8, 1992 ",32,"Portugal, Cape Verde",Portugal,Lisboa,"1,86",-,Striker,RW,Portugal, Cape Verde,RW,
,Tó Barbosa,Centre-Forward,"Sep 30, 1992 ",31,Portugal,Portugal,Povoa de Varzim,"1,85",-,Striker,LW,Portugal,,LW,
,João Beirão,Centre-Forward,"Jun 26, 1992 ",32,Portugal,Portugal,Guarda,"1,80",-,Striker,,Portugal,,,
,Dani,Centre-Forward,"May 4, 1992 ",32,Portugal,Portugal,Vila das Aves,"1,83",-,Striker,,Portugal,,,
29.0,Fabio Abreu,Centre-Forward,"Jan 29, 1993 ",31,"Angola, Portugal",Portugal,Lisboa,"1,84",€1.50m,Striker,LW   SS,Angola, Portugal,LW,SS
42.0,Jucie Lupeta,Centre-Forward,"Mar 24, 1993 ",31,"Portugal, DR Congo",Portugal,Lourinha,"1,88",€200k,Striker,RW,Portugal, DR Congo,RW,
,Vítor Andrade,Centre-Forward,"Aug 17, 1993 ",30,Portugal,Portugal,Senhora da Hora,"1,90",-,Striker,,Portugal,,,
9.0,Eduardo Chalana,Centre-Forward,"Sep 21, 1993 ",30,Portugal,Portugal,Funchal,"1,72",-,Striker,LW,Portugal,,LW,
17.0,Jorge Raposo,Centre-Forward,"Apr 1, 1993 ",31,Portugal,Portugal,Moura,,-,Striker,,Portugal,,,
,Tiago Dias,Centre-Forward,"Oct 13, 1993 ",30,Portugal,Portugal,Lisboa,"1,77",-,Striker,AM,Portugal,,AM,
13.0,Rodrigo Pinto,Centre-Forward,"Aug 23, 1993 ",30,Portugal,Portugal,Mafra,"1,80",-,Striker,,Portugal,,,
,Carlos Djaló,Centre-Forward,"Feb 13, 1993 ",31,"Portugal, Guinea-Bissau",Portugal,Setubal,"1,87",-,Striker,,Portugal, Guinea-Bissau,,
,Miguel Diz,Centre-Forward,"May 31, 1993 ",31,Portugal,Portugal,Braganca,"1,88",-,Striker,SS,Portugal,,SS,
,Vicente,Centre-Forward,"Nov 17, 1993 ",30,Portugal,Portugal,Coimbra,"1,80",-,Striker,LW   AM,Portugal,,LW,AM
,Rui Areias,Centre-Forward,"Nov 22, 1993 ",30,Portugal,Portugal,Guimaraes,"1,88",-,Striker,,Portugal,,,
10.0,Ricardo Da Costa,Centre-Forward,"Aug 26, 1993 ",30,"Switzerland, Portugal",Portugal,Vila Real,"1,66",-,Striker,AM,Switzerland, Portugal,AM,
,Lucas João,Centre-Forward,"Sep 4, 1993 ",30,"Angola, Portugal",Portugal,Lisboa,"1,93",€800k,Striker,LW   RW,Angola, Portugal,LW,RW
,José Embaló,Centre-Forward,"May 3, 1993 ",31,"Guinea-Bissau, Portugal",Portugal,Lisbon,"1,88",€150k,Striker,,Guinea-Bissau, Portugal,,
16.0,Décio Fialho,Centre-Forward,"Mar 22, 1993 ",31,Portugal,Portugal,Salao,"1,77",-,Striker,SS,Portugal,,SS,
,Rúben Rodrigues,Centre-Forward,"Apr 6, 1993 ",31,Portugal,Portugal,Coimbra,"1,92",-,Striker,,Portugal,,,
,Flávio Cardoso,Centre-Forward,"Oct 5, 1993 ",30,Portugal,Portugal,Viseu,,-,Striker,RW,Portugal,,RW,
,José Pratas,Centre-Forward,"Feb 21, 1993 ",31,Portugal,Portugal,,,-,Striker,,Portugal,,,
,Rui Gomes,Centre-Forward,"Mar 27, 1993 ",31,Portugal,Portugal,Barcelos,"1,87",-,Striker,SS   AM,Portugal,,SS,AM
17.0,Vasco Goulart,Centre-Forward,"May 14, 1993 ",31,Portugal,Portugal,Praia da Vitoria,"1,87",-,Striker,LW   SS,Portugal,,LW,SS
,Pedro Beirão,Centre-Forward,"Oct 11, 1993 ",30,Portugal,Portugal,Lisboa,,-,Striker,,Portugal,,,
,Zé Martins,Centre-Forward,"Apr 7, 1993 ",31,Portugal,Portugal,Porto,,-,Striker,,Portugal,,,
,Zé Miguel,Centre-Forward,"Mar 19, 1993 ",31,Portugal,Portugal,Lousada,"1,82",-,Striker,RW,Portugal,,RW,
,Betinho,Centre-Forward,"Jul 21, 1993 ",30,Portugal,Portugal,Santa Maria de Lamas,"1,79",-,Striker,SS,Portugal,,SS,
,Gonçalo Paciência,Centre-Forward,"Aug 1, 1994 ",29,Portugal,Portugal,Porto,"1,84",€1.50m,Striker,,Portugal,,,
17.0,Bruno Correia Mendes,Centre-Forward,"Dec 10, 1994 ",29,"Guinea-Bissau, Portugal",Portugal,Cascais,"1,80",€75k,Striker,RW,Guinea-Bissau, Portugal,RW,
,Tono,Centre-Forward,"Jul 25, 1994 ",29,Portugal,Portugal,Romariz,,-,Striker,,Portugal,,,
9.0,Gonçalo Sousa,Centre-Forward,"Jun 21, 1994 ",30,Portugal,Portugal,Lamego,"1,83",-,Striker,SS,Portugal,,SS,
20.0,Licas Feijó,Centre-Forward,"Aug 1, 1994 ",29,Portugal,Portugal,Arcos de Valdevez,"1,86",-,Striker,AM,Portugal,,AM,
9.0,Tiago Ribeiro,Centre-Forward,"Feb 7, 1994 ",30,Portugal,Portugal,Guimaraes,"1,70",-,Striker,RW   LW,Portugal,,RW,LW
9.0,Ricardo Silva,Centre-Forward,"Oct 27, 1994 ",29,Portugal,Portugal,Ponte de Lima,"1,78",-,Striker,SS   RW,Portugal,,SS,RW
,Rui Costa,Centre-Forward,"Jan 8, 1994 ",30,Portugal,Portugal,Guimaraes,"1,85",-,Striker,RW,Portugal,,RW,
9.0,Gonçalo Barroso,Centre-Forward,"May 8, 1994 ",30,Portugal,Portugal,Lisboa,"1,91",-,Striker,,Portugal,,,
33.0,Tarzan,Centre-Forward,"Oct 26, 1994 ",29,Portugal,Portugal,Obidos,"1,80",-,Striker,AM   LW,Portugal,,AM,LW
27.0,Carlos Fortes,Centre-Forward,"Nov 9, 1994 ",29,"Cape Verde, Portugal",Portugal,Lisboa,"1,88",-,Striker,LW   RW,Cape Verde, Portugal,LW,RW
,Alexandre Guedes,Centre-Forward,"Feb 11, 1994 ",30,Portugal,Portugal,Arcozelo,"1,85",€250k,Striker,,Portugal,,,
,Mohcine Hassan,Centre-Forward,"Sep 30, 1994 ",29,"Morocco, Portugal",Portugal,Faro,"1,92",€75k,Striker,RW,Morocco, Portugal,RW,
9.0,Pontes,Centre-Forward,"Apr 13, 1994 ",30,Portugal,Portugal,Trofa,,-,Striker,,Portugal,,,
10.0,Roberto Gouveia,Centre-Forward,"Apr 2, 1994 ",30,Portugal,Portugal,,"1,89",-,Striker,,Portugal,,,
9.0,Ivan Francisco,Centre-Forward,"May 11, 1994 ",30,Portugal,Portugal,Olhao,,-,Striker,,Portugal,,,
,Fábio Carvalho,Centre-Forward,"Oct 29, 1994 ",29,Portugal,Portugal,,"1,85",-,Striker,RW,Portugal,,RW,
,Diogo Pedras,Centre-Forward,"Apr 25, 1994 ",30,Portugal,Portugal,Matosinhos,"1,75",-,Striker,RW   LW,Portugal,,RW,LW
,Simão Machado,Centre-Forward,"Jul 20, 1994 ",29,Portugal,Portugal,Guimaraes,"1,84",-,Striker,LW   RW,Portugal,,LW,RW
,Danny Esteves,Centre-Forward,"Jul 29, 1994 ",29,Portugal,Portugal,Alcobaca,"1,76",-,Striker,SS   LW,Portugal,,SS,LW
,Best,Centre-Forward,"Feb 9, 1994 ",30,Portugal,Portugal,Porto,"1,87",-,Striker,,Portugal,,,
10.0,Edinho Júnior,Centre-Forward,"Mar 7, 1994 ",30,"Portugal, Brazil",Portugal,Faro,"1,80",-,Striker,SS   RW,Portugal, Brazil,SS,RW
,André Silva,Centre-Forward,"Nov 6, 1995 ",28,Portugal,Portugal,Baguim do Monte,"1,85",€6.00m,Striker,,Portugal,,,
8.0,Gonçalo Gregório,Centre-Forward,"Jun 14, 1995 ",29,Portugal,Portugal,Lisboa,"1,84",€400k,Striker,,Portugal,,,
7.0,Rui Pipo,Centre-Forward,"Aug 24, 1995 ",28,Portugal,Portugal,Viseu,"1,74",-,Striker,LW,Portugal,,LW,
,João Marques,Centre-Forward,"May 9, 1995 ",29,Portugal,Portugal,Coimbra,"1,84",-,Striker,,Portugal,,,
14.0,Bruno Aguiar,Centre-Forward,"Jan 10, 1995 ",29,Portugal,Portugal,,,-,Striker,,Portugal,,,
,Miguel Ribeiro,Centre-Forward,"Jul 11, 1995 ",28,Portugal,Portugal,Guimaraes,"1,85",-,Striker,SS   RW,Portugal,,SS,RW
,Rúben Noque,Centre-Forward,"Nov 16, 1995 ",28,Portugal,Portugal,Lisboa,"1,85",-,Striker,,Portugal,,,
,Muacir,Centre-Forward,"Nov 24, 1995 ",28,"Portugal, Angola",Portugal,Braga,"1,91",-,Striker,,Portugal, Angola,,
,Luís Gaspar,Centre-Forward,"Jan 12, 1995 ",29,Portugal,Portugal,Breijos de Azeitao,"1,84",-,Striker,LW,Portugal,,LW,
,Rúben Fidalgo,Centre-Forward,"Dec 15, 1995 ",28,Portugal,Portugal,Lisboa,"1,80",-,Striker,RW   SS,Portugal,,RW,SS
,Wilson Dias,Centre-Forward,"Sep 14, 1995 ",28,Portugal,Portugal,Terceira - Acores,"1,82",-,Striker,,Portugal,,,
,Andjelo Stevanovic,Centre-Forward,"Jul 26, 1995 ",28,Serbia,Portugal,Setubal,"1,96",-,Striker,,Serbia,,,
,Tiago Lapa,Centre-Forward,"Apr 26, 1995 ",29,Portugal,Portugal,Espinho,"1,75",-,Striker,AM   RW,Portugal,,AM,RW
,Gerson Rodrigues,Centre-Forward,"Jun 20, 1995 ",29,"Luxembourg, Portugal",Portugal,Pragal,"1,88",€1.50m,Striker,LW   RW,Luxembourg, Portugal,LW,RW
,André Pereira,Centre-Forward,"May 5, 1995 ",29,Portugal,Portugal,Porto,"1,88",€300k,Striker,SS   RW,Portugal,,SS,RW
,Hélio Ocante,Centre-Forward,"Oct 6, 1995 ",28,Portugal,Portugal,Alcanena,,-,Striker,LW,Portugal,,LW,
,Marco Bessa,Centre-Forward,"Dec 31, 1995 ",28,Portugal,Portugal,Gondomar,,-,Striker,LW   RW,Portugal,,LW,RW
11.0,Ângelo,Centre-Forward,"Oct 29, 1995 ",28,Portugal,Portugal,Braga,"1,76",-,Striker,,Portugal,,,
7.0,Jean,Centre-Forward,"Dec 7, 1995 ",28,"Portugal, France",Portugal,Rio Tinto,"1,77",-,Striker,,Portugal, France,,
9.0,Dinis Franco,Centre-Forward,"Oct 20, 1995 ",28,Portugal,Portugal,Torres Vedras,"1,88",-,Striker,,Portugal,,,
10.0,Nelsinho,Centre-Forward,"Apr 8, 1995 ",29,"Portugal, Cape Verde",Portugal,Lisboa,"1,80",-,Striker,LW,Portugal, Cape Verde,LW,
17.0,David Silva,Centre-Forward,"Mar 17, 1995 ",29,Portugal,Portugal,Almeirim,"1,88",-,Striker,,Portugal,,,
9.0,Dário Simão,Centre-Forward,"Jul 12, 1995 ",28,Portugal,Portugal,Angra do Heroismo,"1,82",-,Striker,,Portugal,,,
11.0,Rodrigo,Centre-Forward,"Aug 10, 1995 ",28,Portugal,Portugal,Amarante,"1,83",-,Striker,LW,Portugal,,LW,
99.0,Totas,Centre-Forward,"Jul 5, 1995 ",29,Portugal,Portugal,Vila Nova de Famalicao,"1,85",-,Striker,RW,Portugal,,RW,
,Diogo D'Avila,Centre-Forward,"Jan 1, 1995 ",29,Portugal,Portugal,Loule,"1,87",-,Striker,,Portugal,,,
9.0,Jorge Teixeira,Centre-Forward,"Jun 5, 1995 ",29,Portugal,Portugal,Felgueiras,"1,85",-,Striker,SS,Portugal,,SS,
,Rui Caniço,Centre-Forward,"Oct 18, 1995 ",28,Portugal,Portugal,Salvaterra de Magos,"1,74",-,Striker,SS,Portugal,,SS,
,Tiago Carreira,Centre-Forward,"Jan 20, 1995 ",29,Portugal,Portugal,Santarem,"1,85",-,Striker,RW,Portugal,,RW,
,Tiago Leão,Centre-Forward,"Aug 24, 1995 ",28,Portugal,Portugal,Pacos de Ferreira,"1,80",-,Striker,,Portugal,,,
,João Gomes,Centre-Forward,"Jan 4, 1995 ",29,Portugal,Portugal,Alpiarca,"1,84",-,Striker,,Portugal,,,
,Rui Costa,Centre-Forward,"Feb 20, 1996 ",28,Portugal,Portugal,Vila Nova de Famalicao,"1,79",€500k,Striker,RW   SS,Portugal,,RW,SS
20.0,Rúben Rodrigues,Centre-Forward,"Aug 2, 1996 ",27,"Portugal, Netherlands",Portugal,Oliveira de Azemeis,"1,81",€400k,Striker,SS,Portugal, Netherlands,SS,
7.0,Rafael Victor,Centre-Forward,"Oct 21, 1996 ",27,Portugal,Portugal,Lisboa,"1,88",€125k,Striker,,Portugal,,,
20.0,Cláudio Major,Centre-Forward,"Jan 3, 1996 ",28,Portugal,Portugal,Torres Novas,"1,82",-,Striker,SS,Portugal,,SS,
9.0,Rick,Centre-Forward,"Jun 17, 1996 ",28,Portugal,Portugal,Gondomar,"1,74",-,Striker,SS,Portugal,,SS,
,Miguel Varela,Centre-Forward,"Oct 10, 1996 ",27,"Portugal, Cape Verde",Portugal,Lissabon,"1,93",-,Striker,,Portugal, Cape Verde,,
,Igor Sevivas,Centre-Forward,"Jul 5, 1996 ",28,Portugal,Portugal,Chaves,"1,88",-,Striker,,Portugal,,,
14.0,Diogo Paixão,Centre-Forward,"Oct 19, 1996 ",27,Portugal,Portugal,Mirandela,"1,83",-,Striker,,Portugal,,,
,Léo Malhadas,Centre-Forward,"Mar 4, 1996 ",28,Portugal,Portugal,Miranda do Douro,,-,Striker,,Portugal,,,
25.0,Pedro Pedroso,Centre-Forward,"Aug 27, 1996 ",27,Portugal,Portugal,,"1,92",-,Striker,DM   CB,Portugal,,DM,CB
,Raphael de la Sousa,Centre-Forward,"Nov 16, 1996 ",27,"Israel, Portugal",Portugal,,"1,88",-,Striker,RW   LW,Israel, Portugal,RW,LW
,Henrique Pinto,Centre-Forward,"Aug 20, 1996 ",27,Portugal,Portugal,Ponta do Sol,"1,83",-,Striker,,Portugal,,,
,Tiago Nunes,Centre-Forward,"May 4, 1996 ",28,Portugal,Portugal,Vila Franca de Xira,"1,80",-,Striker,SS,Portugal,,SS,
45.0,João Pedro,Centre-Forward,"Nov 13, 1996 ",27,"Guinea-Bissau, Portugal",Portugal,Sao Miguel,"1,85",€450k,Striker,SS,Guinea-Bissau, Portugal,SS,
9.0,João Paredes,Centre-Forward,"Jan 1, 1996 ",28,Portugal,Portugal,Figueira da Foz,"1,89",€225k,Striker,,Portugal,,,
,Óscar Mendes,Centre-Forward,"Oct 8, 1996 ",27,Portugal,Portugal,Odivelas,"1,83",€50k,Striker,,Portugal,,,
79.0,Manú Alves,Centre-Forward,"Jan 9, 1996 ",28,Portugal,Portugal,Santa Maria da Feira,"1,85",-,Striker,LW   SS,Portugal,,LW,SS
7.0,Ricky Duarte,Centre-Forward,"Apr 18, 1996 ",28,Portugal,Portugal,Nazare,"1,83",-,Striker,,Portugal,,,
,Henrique Carvalho,Centre-Forward,"Jun 25, 1996 ",28,Portugal,Portugal,Porto,"1,89",-,Striker,,Portugal,,,
,Vítor Pestana,Centre-Forward,"Aug 23, 1996 ",27,Portugal,Portugal,Portimao,"1,80",-,Striker,,Portugal,,,
9.0,João Nuno,Centre-Forward,"Jul 17, 1996 ",27,Portugal,Portugal,Peso da Regua,"1,82",-,Striker,SS,Portugal,,SS,
,André Martins,Centre-Forward,"Feb 14, 1996 ",28,Portugal,Portugal,Santo Tirso,"1,88",-,Striker,,Portugal,,,
10.0,Miguel Teixeira,Centre-Forward,"Feb 28, 1996 ",28,Portugal,Portugal,,"1,73",-,Striker,AM,Portugal,,AM,
