Number,Name,Position,Date of Birth,Age,Nationality,Birth Country,Place of Birth,Height,Market Value,Main Position,Other Positions,Nationality 1,Nationality 2,Nationality 3,Position 2,Position 3
,John Gopar,Centre-Forward,"Jul 5, 2001 ",23,Spain,Spain,Puerto del Rosario,,-,Striker,LW   RW,Spain,,,LW,RW
,Alex Millán,Centre-Forward,"May 27, 2001 ",23,Spain,Spain,Vigo,,-,Striker,LW   RW,Spain,,,LW,RW
7.0,Pepe Rincón,Centre-Forward,"Jun 16, 2001 ",23,Spain,Spain,Jerez de la Frontera,,-,Striker,,Spain,,,,
,Eugenio Carruana,Centre-Forward,"Aug 13, 2001 ",23,Spain,Spain,Jabalquinto,"1,75",-,Striker,,Spain,,,,
,Arturo Marti,Centre-Forward,"Feb 7, 2001 ",23,Spain,Spain,,"1,85",-,Striker,SS,Spain,,,SS,
9.0,Diego Benito,Centre-Forward,"Jan 12, 2001 ",23,Spain,Spain,Valladolid,,-,Striker,SS,Spain,,,SS,
,Miguel Ángel Bolívar,Centre-Forward,"Nov 21, 2001 ",22,Spain,Spain,Cenes de la Vega,"1,81",-,Striker,,Spain,,,,
18.0,Óscar Jiménez,Centre-Forward,"Dec 23, 2001 ",22,Spain,Spain,Cadiz,,-,Striker,,Spain,,,,
,Adri Delgado,Centre-Forward,"Sep 14, 2001 ",22,Spain,Spain,Quesada,,-,Striker,,Spain,,,,
,Joan Palomino,Centre-Forward,"Jan 1, 2001 ",23,Spain,Spain,Barcelona,,-,Striker,,Spain,,,,
,David Velázquez,Centre-Forward,"Sep 24, 2001 ",22,Spain,Spain,Alicante,,-,Striker,,Spain,,,,
,Míchel Maestro,Centre-Forward,"Aug 12, 2001 ",23,Spain,Spain,Valencia,,-,Striker,,Spain,,,,
,José Antonio Guarch,Centre-Forward,"Jan 1, 2001 ",23,Spain,Spain,Alcobendas,,-,Striker,,Spain,,,,
9.0,Diego Fuentes,Centre-Forward,"Feb 11, 2001 ",23,Spain,Spain,Santiago de Compostela,,-,Striker,,Spain,,,,
9.0,Martín García,Centre-Forward,"Jan 1, 2001 ",23,Spain,Spain,Quilmas,,-,Striker,,Spain,,,,
,Edu Taboada,Centre-Forward,"Mar 25, 2001 ",23,Spain,Spain,Vite,,-,Striker,LW   RW,Spain,,,LW,RW
,Patri,Centre-Forward,"Jan 1, 2001 ",23,Spain,Spain,Utrera,,-,Striker,,Spain,,,,
10.0,Álvaro Monroy,Centre-Forward,"May 1, 2001 ",23,Spain,Spain,Madrid,"1,83",-,Striker,,Spain,,,,
,Pablo Sopale,Centre-Forward,"Jul 25, 2001 ",23,"Equatorial Guinea, Spain",Spain,Madrid,"1,75",-,Striker,RW   LW,Equatorial Guinea, Spain,,RW,LW
9.0,Jesús Torres,Centre-Forward,"Aug 29, 2001 ",22,Spain,Spain,Valladolid,"1,74",-,Striker,LW,Spain,,,LW,
,Aitor Añibarro,Centre-Forward,"Aug 8, 2001 ",23,Spain,Spain,Bilbao,"1,80",-,Striker,SS,Spain,,,SS,
,Marc Padilla,Centre-Forward,"Jul 30, 2001 ",23,Spain,Spain,Barcelona,"1,78",-,Striker,LW,Spain,,,LW,
,Julián Mahicas,Centre-Forward,"Jul 14, 2001 ",23,Spain,Spain,Masquefa,"1,80",-,Striker,,Spain,,,,
,Xoel Piñeiro,Centre-Forward,"Sep 18, 2001 ",22,Spain,Spain,Vigo,"1,78",-,Striker,LW   RW,Spain,,,LW,RW
,Jesús Hoyos,Centre-Forward,"Feb 23, 2001 ",23,Spain,Spain,Tarifa,"1,78",-,Striker,SS,Spain,,,SS,
20.0,Iker Burgos,Centre-Forward,"Oct 17, 2001 ",22,Spain,Spain,Bilbao,"1,86",-,Striker,,Spain,,,,
,Álvaro Martín,Centre-Forward,"Mar 12, 2001 ",23,Spain,Spain,Deusto,"1,75",-,Striker,SS   RW,Spain,,,SS,RW
8.0,Ernesto Ropa,Centre-Forward,"May 8, 2001 ",23,"Equatorial Guinea, Spain",Spain,A Coruna,"1,83",-,Striker,RW,Equatorial Guinea, Spain,,RW,
,Roberto Chiscano,Centre-Forward,"Aug 30, 2001 ",22,Spain,Spain,Zafra,"1,77",-,Striker,RW,Spain,,,RW,
,Aitor Villar,Centre-Forward,"Jan 5, 2001 ",23,Spain,Spain,Madrid,,-,Striker,,Spain,,,,
,Adrián Peláez,Centre-Forward,"Jan 18, 2001 ",23,Spain,Spain,Leganes,"1,78",-,Striker,,Spain,,,,
,Manu Alonso,Centre-Forward,"Aug 11, 2001 ",23,Spain,Spain,Las Cabezas de San Juan,,-,Striker,LW   RW,Spain,,,LW,RW
,Diego Llorente,Centre-Forward,"Oct 8, 2001 ",22,"Dominican Republic, Spain",Spain,Almeria,"1,80",-,Striker,,Dominican Republic, Spain,,,
,Sergio Rodríguez,Centre-Forward,"Feb 6, 2001 ",23,Spain,Spain,Tarragona,"1,77",-,Striker,SS   LW,Spain,,,SS,LW
,Pablo Ufano,Centre-Forward,"Apr 26, 2001 ",23,Spain,Spain,Barcelona,,-,Striker,,Spain,,,,
,José Mari Marín,Centre-Forward,"Jan 17, 2001 ",23,Spain,Spain,La Linea de la Concepcion,"1,80",-,Striker,,Spain,,,,
,David Mosquera,Centre-Forward,"Nov 21, 2001 ",22,Spain,Spain,A Coruna,,-,Striker,RW,Spain,,,RW,
9.0,David Cerrillo,Centre-Forward,"Apr 18, 2001 ",23,Spain,Spain,Talavera de la Reina,"1,81",-,Striker,,Spain,,,,
,Adrián Navajas,Centre-Forward,"Jul 23, 2001 ",23,Spain,Spain,Donostia-San Sebastian,"1,92",-,Striker,,Spain,,,,
14.0,Julen González,Centre-Forward,"Apr 5, 2001 ",23,Spain,Spain,Pamplona,,-,Striker,,Spain,,,,
17.0,David Hernández,Centre-Forward,"Mar 29, 2001 ",23,Spain,Spain,Bilbao,,-,Striker,LW,Spain,,,LW,
,Mario Sánchez,Centre-Forward,"Jul 20, 2001 ",23,Spain,Spain,Palma de Mallorca,"1,92",-,Striker,,Spain,,,,
,Carlos Martín,Centre-Forward,"Apr 22, 2002 ",22,Spain,Spain,Madrid,"1,80",€3.50m,Striker,RW   LW,Spain,,,RW,LW
19.0,Jon Karrikaburu,Centre-Forward,"Sep 19, 2002 ",21,Spain,Spain,Elizondo,"1,83",€2.50m,Striker,,Spain,,,,
17.0,Pablo Moreno,Centre-Forward,"May 3, 2002 ",22,Spain,Spain,Granada,"1,78",€500k,Striker,LW   RW,Spain,,,LW,RW
9.0,Jordi Escobar,Centre-Forward,"Feb 10, 2002 ",22,Spain,Spain,Sant Cebria de Villalta,"1,88",€250k,Striker,LW,Spain,,,LW,
10.0,Santi Miguélez,Centre-Forward,"Apr 5, 2002 ",22,Spain,Spain,Oviedo,,€200k,Striker,LW,Spain,,,LW,
,Dani González,Centre-Forward,"Mar 18, 2002 ",22,Spain,Spain,Albacete,"1,89",€200k,Striker,LW,Spain,,,LW,
,Gonzalo Serrano,Centre-Forward,"Apr 23, 2002 ",22,Spain,Spain,Requena,"1,88",€150k,Striker,SS,Spain,,,SS,
9.0,Ethyan González,Centre-Forward,"Jun 6, 2002 ",22,Spain,Spain,Santa Cruz de Tenerife,"1,85",€150k,Striker,,Spain,,,,
19.0,Álex Rubio,Centre-Forward,"Jul 25, 2002 ",22,Spain,Spain,Colmenar de Oreja,"1,75",€100k,Striker,LW   RW,Spain,,,LW,RW
19.0,Xabier Sola,Centre-Forward,"Nov 19, 2002 ",21,Spain,Spain,Olite,"1,82",€100k,Striker,,Spain,,,,
14.0,Iñigo López,Centre-Forward,"Apr 27, 2002 ",22,Spain,Spain,Derio,"1,86",€100k,Striker,RW,Spain,,,RW,
20.0,Rayco Pérez,Centre-Forward,"Mar 2, 2002 ",22,Spain,Spain,Arrecife,,€50k,Striker,,Spain,,,,
,Zaki,Centre-Forward,"Jul 2, 2002 ",22,"Spain, Morocco",Spain,Melilla,,€50k,Striker,RW   LW,Spain, Morocco,,RW,LW
9.0,Iván Azón,Centre-Forward,"Dec 24, 2002 ",21,Spain,Spain,Zaragoza,"1,82",€3.00m,Striker,,Spain,,,,
90.0,Roberto Fernández,Centre-Forward,"Jul 3, 2002 ",22,Spain,Spain,Puente Genil,"1,86",€600k,Striker,LW   RW,Spain,,,LW,RW
27.0,Slavy,Centre-Forward,"May 5, 2002 ",22,"Bulgaria, Spain",Spain,Huesca,"1,82",€300k,Striker,,Bulgaria, Spain,,,
,Jorge Delgado,Centre-Forward,"Nov 9, 2002 ",21,Spain,Spain,Mostoles,"1,85",€200k,Striker,,Spain,,,,
9.0,Marcos Cuenca,Centre-Forward,"Nov 7, 2002 ",21,Spain,Spain,Zaragoza,"1,84",€200k,Striker,RW   LW,Spain,,,RW,LW
9.0,Eric Iglesias,Centre-Forward,"Feb 19, 2002 ",22,Spain,Spain,Barcelona,"1,86",€150k,Striker,,Spain,,,,
,Darío Germil,Centre-Forward,"Jun 27, 2002 ",22,Spain,Spain,Santiago de Compostela,"1,96",€150k,Striker,,Spain,,,,
9.0,Mamor Niang,Centre-Forward,"Feb 4, 2002 ",22,Senegal,Spain,Madrid,"1,91",€150k,Striker,,Senegal,,,,
,Marcel Ruiz,Centre-Forward,"Jan 1, 2002 ",22,Spain,Spain,Mataro,"1,72",€100k,Striker,,Spain,,,,
,Diego Talaverón,Centre-Forward,"Feb 27, 2002 ",22,Spain,Spain,Almeria,"1,81",€100k,Striker,,Spain,,,,
18.0,Victor Sánchez,Centre-Forward,"May 21, 2002 ",22,Spain,Spain,Sevilla,"1,90",€50k,Striker,,Spain,,,,
9.0,Dani Sancho,Centre-Forward,"Jan 30, 2002 ",22,Spain,Spain,Pamplona,"1,88",€50k,Striker,,Spain,,,,
,Diego Lorenzo,Centre-Forward,"Feb 7, 2002 ",22,Spain,Spain,Madrid,,€50k,Striker,,Spain,,,,
,Sergio Pelayo,Centre-Forward,"Oct 22, 2002 ",21,Spain,Spain,Pielagos,"1,83",€25k,Striker,,Spain,,,,
,Toni Penyafort,Centre-Forward,"Feb 20, 2002 ",22,Spain,Spain,Palma de Mallorca,"1,84",€25k,Striker,RW,Spain,,,RW,
,Pablo Ortiz,Centre-Forward,"Jun 17, 2002 ",22,Spain,Spain,Tomares,"1,91",€25k,Striker,RW   SS,Spain,,,RW,SS
19.0,Unai Gurpegui,Centre-Forward,"Jun 12, 2002 ",22,Spain,Spain,Mendillorri,,-,Striker,,Spain,,,,
,Jorge Rodríguez,Centre-Forward,"Jan 1, 2002 ",22,Spain,Spain,Lepe,,-,Striker,,Spain,,,,
19.0,José Menor,Centre-Forward,"Aug 20, 2002 ",22,Spain,Spain,Burgos,"1,82",-,Striker,RW   LW,Spain,,,RW,LW
20.0,Ángel García,Centre-Forward,"Nov 17, 2002 ",21,Spain,Spain,Murcia,"1,80",-,Striker,SS,Spain,,,SS,
,Pablo Madrid,Centre-Forward,"Feb 8, 2002 ",22,Spain,Spain,Alzira,,-,Striker,LW,Spain,,,LW,
,Cato Santiago,Centre-Forward,"Mar 15, 2002 ",22,Spain,Spain,Roquetas de Mar,"1,75",-,Striker,,Spain,,,,
,Isa Drammeh,Centre-Forward,"Jul 18, 2002 ",22,"Spain, The Gambia",Spain,Santa Coloma de Farners,"1,98",-,Striker,,Spain, The Gambia,,,
,Joselu Friaza,Centre-Forward,"Feb 15, 2002 ",22,Spain,Spain,Estepa,"1,92",-,Striker,RW   LW,Spain,,,RW,LW
17.0,Airam Guzmán,Centre-Forward,"Jul 31, 2002 ",22,Spain,Spain,Santa Cruz de La Palma,,-,Striker,RW   LW,Spain,,,RW,LW
26.0,Julian Del Rio,Centre-Forward,"Feb 15, 2002 ",22,"Gibraltar, Spain",Spain,Malaga,,€50k,Striker,RW   AM,Gibraltar, Spain,,RW,AM
7.0,Óscar Muñoz,Centre-Forward,"Aug 3, 2002 ",22,Spain,Spain,Villanueva de la Serena,,€25k,Striker,RW,Spain,,,RW,
11.0,Juanma Hernández,Centre-Forward,"Sep 9, 2002 ",21,Spain,Spain,Malaga,"1,83",€25k,Striker,,Spain,,,,
,Fran López,Centre-Forward,"Jan 24, 2002 ",22,Spain,Spain,Ferrol,,€25k,Striker,,Spain,,,,
,Daniel Almagro,Centre-Forward,"Jun 29, 2002 ",22,Spain,Spain,Pamplona,,-,Striker,,Spain,,,,
19.0,Alejandro Belmonte,Centre-Forward,"Jul 28, 2002 ",22,Spain,Spain,Murcia,"1,90",-,Striker,SS,Spain,,,SS,
,Marcos Díaz,Centre-Forward,"Feb 21, 2002 ",22,Spain,Spain,Yecla,"1,80",-,Striker,SS   LW,Spain,,,SS,LW
,Mamobe,Centre-Forward,"May 3, 2002 ",22,Spain,Spain,Calamonte,"1,85",-,Striker,RW,Spain,,,RW,
,Joselu Cano,Centre-Forward,"Jun 20, 2002 ",22,Spain,Spain,,,-,Striker,SS   LW,Spain,,,SS,LW
9.0,Brandon Yarce,Centre-Forward,"Aug 23, 2002 ",22,Spain,Spain,Villar del Arzobispo,"1,89",-,Striker,,Spain,,,,
9.0,Abel Calleja,Centre-Forward,"Feb 5, 2002 ",22,Spain,Spain,Leon,,-,Striker,,Spain,,,,
,Ayman Amhot,Centre-Forward,"Jul 21, 2002 ",22,"Spain, Morocco",Spain,Ibiza,"1,84",-,Striker,,Spain, Morocco,,,
,Izan García,Centre-Forward,"Dec 12, 2002 ",21,Spain,Spain,Gallur,"1,80",-,Striker,SS,Spain,,,SS,
,Mohamed Mballo,Centre-Forward,"Dec 12, 2002 ",21,"Spain, Senegal",Spain,Breda,"1,91",-,Striker,,Spain, Senegal,,,
,Raúl Fernández,Centre-Forward,"Sep 1, 2002 ",21,Spain,Spain,Maracena,,-,Striker,,Spain,,,,
,Adrián García,Centre-Forward,"Apr 30, 2002 ",22,Spain,Spain,Salamanca,"1,76",-,Striker,,Spain,,,,
20.0,Jerome-Eros Albera,Centre-Forward,N/A ,22,"Germany, Spain",Spain,Ibiza,"1,94",-,Striker,SS,Germany, Spain,,SS,
21.0,Diego Pozo,Centre-Forward,"Jan 7, 2002 ",22,Spain,Spain,Logrono,"1,82",-,Striker,RW   LW,Spain,,,RW,LW
9.0,Manu Toledano,Centre-Forward,"Jun 5, 2002 ",22,Spain,Spain,La Linea de la Concepcion,,-,Striker,,Spain,,,,
,Etienne Eto'o,Centre-Forward,"Aug 18, 2002 ",22,"Cameroon, Spain",Spain,Palma de Mallorca,"1,91",-,Striker,AM,Cameroon, Spain,,AM,
,Aleksandar Isailovic,Centre-Forward,"Oct 1, 2002 ",21,"Serbia, Spain",Spain,Burgos,"1,92",-,Striker,,Serbia, Spain,,,
19.0,Sergi Armero,Centre-Forward,"Apr 22, 2002 ",22,Spain,Spain,Lleida,,-,Striker,,Spain,,,,
,Marvin Kombe,Centre-Forward,"Aug 5, 2002 ",22,"Equatorial Guinea, Spain",Spain,Zaragoza,"1,70",-,Striker,SS,Equatorial Guinea, Spain,,SS,
10.0,Dawda Camara,Centre-Forward,"Nov 4, 2002 ",21,"Mauritania, Mali",Spain,Banyoles,,-,Striker,LW   RW,Mauritania, Mali,,LW,RW
20.0,Rubén Kake,Centre-Forward,"Mar 1, 2002 ",22,"Spain, Equatorial Guinea",Spain,Zaragoza,,-,Striker,,Spain, Equatorial Guinea,,,
,Leandro Herrera,Centre-Forward,"Jul 10, 2002 ",22,Spain,Spain,Torrox,,-,Striker,RW   RM,Spain,,,RW,RM
,Adrián Baroa,Centre-Forward,"Feb 21, 2002 ",22,Spain,Spain,Toledo,,-,Striker,,Spain,,,,
,Saúl García,Centre-Forward,"Feb 6, 2002 ",22,Spain,Spain,Marbella,,-,Striker,,Spain,,,,
19.0,David González,Centre-Forward,"Mar 8, 2002 ",22,Spain,Spain,Arnedo,"1,86",-,Striker,,Spain,,,,
67.0,Pau Vidal,Centre-Forward,"Mar 24, 2002 ",22,Spain,Spain,Valencia,,-,Striker,,Spain,,,,
11.0,Papi,Centre-Forward,"Jan 1, 2002 ",22,Spain,Spain,Murcia,"1,70",-,Striker,RW,Spain,,,RW,
35.0,Òscar Romero,Centre-Forward,"Apr 9, 2002 ",22,Spain,Spain,Tarragona,,-,Striker,,Spain,,,,
,Iván Zamorano,Centre-Forward,"Apr 13, 2002 ",22,Spain,Spain,Mallorca,,-,Striker,SS   RW,Spain,,,SS,RW
,Ferran Giner,Centre-Forward,"Feb 25, 2002 ",22,Spain,Spain,Tavernes de la Valldigna,,-,Striker,,Spain,,,,
19.0,Mateo Joseph,Centre-Forward,"Oct 19, 2003 ",20,"Spain, England",Spain,Santander,"1,85",€1.20m,Striker,,Spain, England,,,
,Diego Morcillo,Centre-Forward,"Jun 18, 2003 ",21,Spain,Spain,Madrid,"1,85",€300k,Striker,SS,Spain,,,SS,
18.0,Aitor Mañas,Centre-Forward,"Jan 5, 2003 ",21,Spain,Spain,Madrid,"1,85",€250k,Striker,,Spain,,,,
,Víctor Mingo,Centre-Forward,"Jul 25, 2003 ",21,Spain,Spain,Madrid,,€200k,Striker,,Spain,,,,
,Noel López,Centre-Forward,"Mar 17, 2003 ",21,Spain,Spain,Silleda,"1,82",€200k,Striker,RW,Spain,,,RW,
9.0,Sergi Baldrich,Centre-Forward,"May 20, 2003 ",21,Spain,Spain,Barcelona,"1,80",€200k,Striker,SS,Spain,,,SS,
92.0,Israel Salazar,Centre-Forward,"May 10, 2003 ",21,Spain,Spain,Badajoz,"1,78",€200k,Striker,RW   LW,Spain,,,RW,LW
19.0,Destiny Ilahude,Centre-Forward,"Dec 6, 2003 ",20,"Nigeria, Spain",Spain,Malaga,"1,83",€150k,Striker,,Nigeria, Spain,,,
9.0,Diego Aznar,Centre-Forward,"Sep 20, 2003 ",20,Spain,Spain,Zaragoza,,€100k,Striker,,Spain,,,,
19.0,Aimar González,Centre-Forward,"Sep 4, 2003 ",20,Spain,Spain,Agurain,"1,84",€100k,Striker,LW,Spain,,,LW,
,Lucas Antañón,Centre-Forward,"Jun 14, 2003 ",21,Spain,Spain,Vigo,,€50k,Striker,,Spain,,,,
26.0,Paco Cantal,Centre-Forward,"Mar 9, 2003 ",21,Spain,Spain,Granada,,€50k,Striker,,Spain,,,,
,Manu Morillo,Centre-Forward,"Aug 14, 2003 ",21,Spain,Spain,Sanlucar la Mayor,"1,82",€50k,Striker,LW   RW,Spain,,,LW,RW
11.0,Jorge Pascual,Centre-Forward,"Apr 9, 2003 ",21,Spain,Spain,Almeria,"1,87",€1.00m,Striker,,Spain,,,,
20.0,Roberto Arroyo,Centre-Forward,"Aug 25, 2003 ",21,Spain,Spain,Valladolid,"1,81",€300k,Striker,LW   RW,Spain,,,LW,RW
29.0,Alan Godoy,Centre-Forward,"May 4, 2003 ",21,Spain,Spain,Las Palmas,"1,78",€250k,Striker,LW   RW,Spain,,,LW,RW
21.0,Álvaro Marín,Centre-Forward,"May 1, 2003 ",21,Spain,Spain,Cintruenigo,"1,87",€200k,Striker,,Spain,,,,
9.0,Leandro Antonetti,Centre-Forward,"Jan 13, 2003 ",21,"Puerto Rico, Spain",Spain,Murcia,"1,89",€200k,Striker,LW,Puerto Rico, Spain,,LW,
9.0,Mateo Mejía,Centre-Forward,"Mar 31, 2003 ",21,"Colombia, Spain",Spain,Zaragoza,"1,81",€200k,Striker,RW,Colombia, Spain,,RW,
21.0,Adrián Peña,Centre-Forward,"Dec 10, 2003 ",20,"Bolivia, Spain",Spain,Valladolid,"1,84",€175k,Striker,SS   LW,Bolivia, Spain,,SS,LW
9.0,Ibai Sanz,Centre-Forward,"Aug 13, 2003 ",21,Spain,Spain,Barakaldo,"1,83",€150k,Striker,,Spain,,,,
,Noé Ela,Centre-Forward,"Apr 17, 2003 ",21,"Equatorial Guinea, Spain",Spain,Madrid,"1,85",€100k,Striker,,Equatorial Guinea, Spain,,,
11.0,Luis Carbonell,Centre-Forward,"Apr 27, 2003 ",21,Spain,Spain,Zaragoza,"1,69",€100k,Striker,LW,Spain,,,LW,
,Pimienta,Centre-Forward,"Sep 24, 2003 ",20,Spain,Spain,Tarifa,,€50k,Striker,,Spain,,,,
,Andoni Arzak,Centre-Forward,"Feb 21, 2003 ",21,Spain,Spain,Donostia-San Sebastian,,€50k,Striker,LW,Spain,,,LW,
,Leo dos Reis,Centre-Forward,"Jan 23, 2003 ",21,"Spain, Brazil",Spain,Barcelona,,€50k,Striker,,Spain, Brazil,,,
,Izan Fernández,Centre-Forward,"Nov 19, 2003 ",20,Spain,Spain,Malaga,"1,79",€25k,Striker,,Spain,,,,
9.0,Joshua Farrell,Centre-Forward,"Jun 27, 2003 ",21,"Wales, Spain",Spain,,"1,82",€25k,Striker,LW,Wales, Spain,,LW,
,Mario Genovés,Centre-Forward,"Jan 1, 2003 ",21,Spain,Spain,,,-,Striker,,Spain,,,,
32.0,Fran Sabina,Centre-Forward,"Sep 22, 2003 ",20,Spain,Spain,Santa Cruz de Tenerife,"1,80",-,Striker,,Spain,,,,
20.0,Álex Costa,Centre-Forward,"Jan 12, 2003 ",21,Spain,Spain,Madrid,"1,89",-,Striker,,Spain,,,,
,Linchao Liu-Zhou,Centre-Forward,"Mar 20, 2003 ",21,China,Spain,,,-,Striker,LW   RW,China,,,LW,RW
9.0,Alex Pérez,Centre-Forward,"Apr 12, 2003 ",21,Spain,Spain,Derio,,-,Striker,SS,Spain,,,SS,
,Justo Mena,Centre-Forward,"Sep 27, 2003 ",20,Spain,Spain,Sevilla,"1,88",-,Striker,RW,Spain,,,RW,
,Sergi Solans,Centre-Forward,"Feb 26, 2003 ",21,Spain,Spain,Lleida,"1,85",-,Striker,RW,Spain,,,RW,
,Marc Perez,Centre-Forward,"Jun 3, 2003 ",21,Spain,Spain,Parets del Valles,,-,Striker,,Spain,,,,
,Iván García,Centre-Forward,"Dec 21, 2003 ",20,Spain,Spain,Las Palmas de Gran Canaria,,-,Striker,RW   LW,Spain,,,RW,LW
9.0,Hugo Puertas Garcia,Centre-Forward,"Mar 25, 2003 ",21,Spain,Spain,Barcelona,"1,86",-,Striker,SS,Spain,,,SS,
,Martí Alonso,Centre-Forward,"Jan 1, 2003 ",21,Spain,Spain,Barcelona,,€25k,Striker,,Spain,,,,
,Iván Estrecha,Centre-Forward,"Feb 22, 2003 ",21,Spain,Spain,Renteria,,€25k,Striker,,Spain,,,,
7.0,Alexandro Fernández,Centre-Forward,"Mar 3, 2003 ",21,Spain,Spain,Los Palacios y Villafranca,"1,80",€25k,Striker,,Spain,,,,
,Jona Jiménez,Centre-Forward,"Jan 1, 2003 ",21,Spain,Spain,Madrid,"1,83",-,Striker,,Spain,,,,
17.0,Víctor Gamarra,Centre-Forward,"Feb 1, 2003 ",21,Spain,Spain,Madrid,,-,Striker,LW   RW,Spain,,,LW,RW
27.0,Viti,Centre-Forward,"Nov 9, 2003 ",20,Spain,Spain,Puerto de la Cruz,"1,88",-,Striker,,Spain,,,,
,Narek Baghumyan,Centre-Forward,"Sep 24, 2003 ",20,"Spain, Armenia",Spain,Madrid,"1,85",-,Striker,RW,Spain, Armenia,,RW,
,Miguel Barea,Centre-Forward,"Jul 2, 2003 ",21,Spain,Spain,Los Palacios y Villafranca,,-,Striker,,Spain,,,,
,Hugo Espejo,Centre-Forward,"Jul 16, 2003 ",21,Spain,Spain,Sanlucar de Barrameda,,-,Striker,,Spain,,,,
,Luis Gutiérrez,Centre-Forward,"May 10, 2003 ",21,Spain,Spain,Jaen,,-,Striker,,Spain,,,,
,Marco Gutiérrez,Centre-Forward,"Apr 27, 2003 ",21,Spain,Spain,Santa Cruz de Tenerife,,-,Striker,,Spain,,,,
,Jesús Ares,Centre-Forward,"Feb 10, 2003 ",21,Spain,Spain,Boiro,,-,Striker,,Spain,,,,
,Khalid Noureddine,Centre-Forward,"Mar 18, 2003 ",21,"Spain, Morocco",Spain,Figueres,"1,87",-,Striker,,Spain, Morocco,,,
7.0,Hugo Suárez,Centre-Forward,"Feb 26, 2003 ",21,Spain,Spain,La Coruna,,-,Striker,RW,Spain,,,RW,
,Adrià González,Centre-Forward,"Dec 29, 2003 ",20,Spain,Spain,Terrassa,,-,Striker,,Spain,,,,
,Luis Prieto,Centre-Forward,"Jul 16, 2003 ",21,Spain,Spain,Azuaga,"1,87",-,Striker,LW   RW,Spain,,,LW,RW
9.0,José Pérez,Centre-Forward,"Apr 28, 2003 ",21,Spain,Spain,Ourense,,-,Striker,,Spain,,,,
,Junior,Centre-Forward,"Mar 15, 2003 ",21,Spain,Spain,Cardedeu,"1,87",-,Striker,,Spain,,,,
,José Luis Montano,Centre-Forward,"Jun 9, 2003 ",21,Spain,Spain,Betera,"1,75",-,Striker,SS   LW,Spain,,,SS,LW
20.0,José Cambra,Centre-Forward,"Sep 28, 2003 ",20,Spain,Spain,Ontinyent,"1,79",-,Striker,RW   LW,Spain,,,RW,LW
,Pablo Gil,Centre-Forward,"Jan 22, 2003 ",21,Spain,Spain,Marbella,"1,79",-,Striker,,Spain,,,,
9.0,Xabi Souto,Centre-Forward,"Jul 28, 2003 ",21,Spain,Spain,A Coruna,,-,Striker,,Spain,,,,
,Luismi de Alba,Centre-Forward,"Aug 3, 2003 ",21,Spain,Spain,Sevilla,,-,Striker,,Spain,,,,
19.0,Loren Zúñiga,Centre-Forward,"Jan 18, 2003 ",21,"Spain, Equatorial Guinea",Spain,Puerto del Rosario,"1,80",-,Striker,RW   LW,Spain, Equatorial Guinea,,RW,LW
9.0,Lucas Ricoy,Centre-Forward,"Jan 18, 2003 ",21,Spain,Spain,Madrid,,-,Striker,,Spain,,,,
,Fran Bolly,Centre-Forward,"May 28, 2003 ",21,Spain,Spain,Alcala de los Gazules,,-,Striker,,Spain,,,,
18.0,Gabriel Jimeno,Centre-Forward,"Dec 29, 2003 ",20,Spain,Spain,Elda,"1,78",-,Striker,SS,Spain,,,SS,
18.0,Saúl Garrido,Centre-Forward,"Aug 5, 2003 ",21,Spain,Spain,,,-,Striker,LW,Spain,,,LW,
,Alain Pintor,Centre-Forward,"Mar 4, 2003 ",21,Spain,Spain,,"1,97",-,Striker,,Spain,,,,
,Samu Guillén,Centre-Forward,"Apr 16, 2003 ",21,Spain,Spain,Valdelacalzada,"1,72",-,Striker,LW   RW,Spain,,,LW,RW
9.0,Pau Ferrer,Centre-Forward,"Oct 17, 2003 ",20,Spain,Spain,Benicarlo,,-,Striker,,Spain,,,,
11.0,Rubén Catalá,Centre-Forward,"Jan 31, 2003 ",21,Spain,Spain,Alcoi,"1,90",-,Striker,RW   LW,Spain,,,RW,LW
,Daniel Obadia,Centre-Forward,"Feb 22, 2003 ",21,Spain,Spain,Malaga,"1,86",-,Striker,RW   LW,Spain,,,RW,LW
,Hugo Padín,Centre-Forward,"Oct 26, 2003 ",20,Spain,Spain,Catoira,,-,Striker,LW   RW,Spain,,,LW,RW
9.0,Loren Sánchez,Centre-Forward,"Feb 14, 2003 ",21,Spain,Spain,Madrid,"1,87",-,Striker,,Spain,,,,
,Diego Rodríguez,Centre-Forward,"Nov 13, 2003 ",20,Spain,Spain,Jerez de la Frontera,,-,Striker,SS,Spain,,,SS,
,Mario Caicedo,Centre-Forward,"Jun 7, 2003 ",21,Spain,Spain,Zaragoza,"1,73",-,Striker,,Spain,,,,
11.0,Ismael Adejumo,Centre-Forward,"Dec 5, 2003 ",20,"Spain, Nigeria",Spain,Leon,"1,92",-,Striker,RW,Spain, Nigeria,,RW,
,Diego Alonso,Centre-Forward,"Jun 4, 2003 ",21,"Australia, Spain",Spain,,,-,Striker,,Australia, Spain,,,
18.0,Alex Jiménez,Centre-Forward,"Sep 21, 2003 ",20,Spain,Spain,Aguilas,"1,82",-,Striker,LW   RW,Spain,,,LW,RW
,Andrés García,Centre-Forward,"Apr 2, 2003 ",21,Spain,Spain,Inca,"1,73",-,Striker,,Spain,,,,
